Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,County,Submitted Data,Passed Quality Assurance Check,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Residents Hospitalizations with Confirmed COVID-19,Residents Hospitalizations with Confirmed COVID-19 and Up to Date with Vaccines,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents","Number of Residents who are Up to Date on COVID-19 Vaccinations, 14 Days or More Before Positive Test",Number of Residents Staying in this Facility for At Least 1 Day This Week,Number of All Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week,Number of All Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week who Received a Completed COVID-19 Vaccination at Any Time,Recent Percentage of Current Healthcare Personnel who Received a Completed COVID-19 Vaccination at Any Time,Percentage of Current Healthcare Personnel who Received a Completed COVID-19 Vaccination at Any Time,Number of Residents Staying in this Facility for At Least 1 Day This Week Up to Date with COVID-19 Vaccines,Recent Percentage of Current Residents Up to Date with COVID-19 Vaccines,Percentage of Current Residents Up to Date with COVID-19 Vaccines,Number of Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week Up to Date with COVID-19 Vaccines,Recent Percentage of Current Healthcare Personnel Up to Date with COVID-19 Vaccines,Percentage of Current Healthcare Personnel Up to Date with COVID-19 Vaccines
11/06/2022,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,305,1,126,0,11,180,171,0,0,0,187,0,0,1783.63,64.33,,171,233,183,,78.541,125,,73.099,34,,14.592
11/13/22,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,305,1,127,0,11,180,167,0,0,0,187,0,0,1826.35,65.87,,167,233,183,,78.541,128,,76.647,34,,14.592
11/20/22,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,305,1,128,0,11,180,165,0,0,0,187,0,0,1848.48,66.67,,165,226,176,,77.876,124,,75.152,30,,13.274
11/27/22,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,305,0,128,0,11,180,165,0,0,0,187,0,0,1848.48,66.67,,165,231,180,,77.922,64,,38.788,13,,5.628
12/04/2022,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,305,1,129,0,11,180,160,0,0,0,187,0,0,1906.25,68.75,,160,231,180,,77.922,58,,36.25,13,,5.628
12/11/2022,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,305,0,129,0,11,180,169,0,0,0,187,0,0,1804.73,65.09,,169,240,189,,78.75,68,,40.237,14,,5.833
12/18/22,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,305,1,130,0,11,180,170,0,0,0,187,0,0,1794.12,64.71,,170,227,188,,82.819,36,,21.176,15,,6.608
12/25/22,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,305,0,130,0,11,180,173,0,0,1,188,0,0,1763.01,63.58,,173,230,191,,83.043,68,,39.306,15,,6.522
01/01/2023,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,305,2,132,0,11,180,174,0,0,0,188,0,0,1752.87,63.22,,174,214,171,,79.907,58,,33.333,17,,7.944
01/08/2023,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,305,0,132,0,11,180,169,0,0,1,189,0,0,1804.73,65.09,,169,214,173,,80.841,37,,21.893,17,,7.944
01/15/23,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,305,4,136,0,11,180,173,0,0,1,190,0,0,1763.01,63.58,,173,219,180,,82.192,14,,8.092,17,,7.763
01/22/23,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,305,4,140,1,12,180,171,0,0,0,190,0,5.85,1783.63,70.18,,171,222,181,,81.532,61,,35.673,18,,8.108
01/29/23,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,305,1,141,0,12,180,169,0,0,0,190,0,0,1804.73,71.01,,169,218,178,,81.651,61,,36.095,19,,8.716
02/05/2023,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,305,1,142,0,12,180,168,0,0,0,190,0,0,1815.48,71.43,,168,213,173,,81.221,116,,69.048,21,,9.859
02/12/2023,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,305,1,143,0,12,180,167,0,0,0,190,0,0,1826.35,71.86,,167,212,175,,82.547,115,,68.862,18,,8.491
02/19/23,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,305,2,145,0,12,180,170,0,0,0,190,0,0,1794.12,70.59,,170,209,171,,81.818,112,,65.882,18,,8.612
02/26/23,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,305,2,147,0,12,180,167,0,0,0,190,0,0,1826.35,71.86,,166,207,166,,80.193,109,,65.663,18,,8.696
03/05/2023,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,305,2,149,0,12,180,168,0,0,0,190,0,0,1815.48,71.43,,168,210,171,,81.429,106,,63.095,17,,8.095
03/12/2023,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,305,1,150,0,12,180,167,0,0,0,190,0,0,1826.35,71.86,,167,214,175,,81.776,110,,65.868,17,,7.944
03/19/23,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,305,4,154,0,12,180,166,0,0,0,190,0,0,1837.35,72.29,,166,217,181,,83.41,112,,67.47,16,,7.373
03/26/23,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,305,2,156,0,12,180,159,0,0,1,191,0,0,1918.24,75.47,,159,213,177,,83.099,113,,71.069,17,,7.981
04/02/2023,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,305,1,157,0,12,180,161,0,0,0,191,0,0,1894.41,74.53,,161,213,177,,83.099,115,,71.429,17,,7.981
04/09/2023,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,305,2,159,0,12,180,161,0,0,0,191,0,0,1894.41,74.53,,161,223,182,,81.614,117,,72.671,18,,8.072
04/16/23,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,305,2,161,0,12,180,152,0,0,0,191,0,0,2006.58,78.95,,152,215,178,,82.791,115,,75.658,15,,6.977
04/23/23,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,305,2,163,0,12,180,159,0,0,0,191,0,0,1918.24,75.47,,159,229,191,,83.406,114,,71.698,15,,6.55
04/30/23,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,305,1,164,0,12,180,158,0,0,0,191,0,0,1930.38,75.95,,158,230,192,,83.478,113,,71.519,15,,6.522
05/07/2023,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,305,0,164,0,12,180,158,0,0,0,191,0,0,1930.38,75.95,,158,228,188,,82.456,114,,72.152,15,,6.579
05/14/23,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,1,306,1,165,0,12,180,156,0,0,1,192,6.41,0,1961.54,76.92,0,156,215,178,,82.791,114,,73.077,15,,6.977
05/21/23,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,306,1,166,0,12,180,154,0,0,0,192,0,0,1987.01,77.92,,154,218,181,,83.028,104,,67.532,16,,7.339
05/28/23,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,306,1,167,0,12,180,157,0,0,0,192,0,0,1949.04,76.43,,157,218,181,,83.028,104,,66.242,16,,7.339
06/04/2023,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,306,0,167,0,12,180,158,0,0,0,192,0,0,1936.71,75.95,0,158,211,175,,82.938,110,,69.62,16,,7.583
06/11/2023,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,306,0,167,0,12,180,160,0,0,0,192,0,0,1912.5,75,2,160,219,180,,82.192,110,,68.75,17,,7.763
06/18/23,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,306,0,167,0,12,180,162,0,0,0,192,0,0,1888.89,74.07,0,162,217,178,,82.028,117,,72.222,17,,7.834
06/25/23,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,306,0,167,0,12,180,167,0,0,0,192,0,0,1832.34,71.86,0,167,230,192,,83.478,119,,71.257,16,,6.957
07/02/2023,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,306,1,168,0,12,180,169,0,0,0,192,0,0,1810.65,71.01,0,169,230,192,,83.478,141,,83.432,17,,7.391
07/09/2023,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,306,6,174,0,12,180,164,0,0,0,192,0,0,1865.85,73.17,0,164,233,193,,82.833,140,,85.366,17,,7.296
07/16/23,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,306,0,174,0,12,180,169,0,0,0,192,0,0,1810.65,71.01,0,169,233,193,,82.833,147,,86.982,17,,7.296
07/23/23,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,306,0,174,0,12,180,172,0,0,0,192,0,0,1779.07,69.77,0,172,213,181,,84.977,147,,85.465,18,,8.451
07/30/23,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,306,1,175,0,12,180,173,0,0,0,192,0,0,1768.79,69.36,0,173,219,186,,84.932,149,,86.127,18,,8.219
08/06/2023,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,306,3,178,0,12,180,167,0,0,0,192,0,0,1832.34,71.86,0,167,219,186,,84.932,147,,88.024,18,,8.219
08/13/23,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,306,1,179,0,12,180,170,0,0,0,192,0,0,1800,70.59,0,170,201,164,,81.592,150,,88.235,17,,8.458
08/20/23,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,306,0,179,0,12,180,168,0,0,0,192,0,0,1821.43,71.43,0,168,184,148,,80.435,149,,88.69,17,,9.239
08/27/23,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,306,0,179,0,12,180,161,0,0,0,192,0,0,1900.62,74.53,0,161,184,148,,80.435,143,,88.82,17,,9.239
09/03/2023,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,306,0,179,0,12,180,164,0,0,0,192,0,0,1865.85,73.17,0,164,208,168,,80.769,144,,87.805,18,,8.654
09/10/2023,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,306,1,180,0,12,180,170,0,0,0,192,0,0,1800,70.59,0,170,209,169,,80.861,146,,85.882,19,,9.091
09/17/23,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,306,1,181,0,12,180,167,0,0,0,192,0,0,1832.34,71.86,0,167,209,169,,80.861,144,,86.228,17,,8.134
09/24/23,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,306,0,181,0,12,180,165,0,0,0,192,0,0,1854.55,72.73,0,165,204,171,,83.824,141,,85.455,15,,7.353
10/01/2023,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,306,0,181,0,12,180,158,0,0,0,192,0,0,1936.71,75.95,0,158,81,70,,86.42,47,,87.037,12,,14.815
10/08/2023,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,306,1,182,0,12,180,161,0,0,0,192,0,0,1900.62,74.53,0,161,81,70,,86.42,47,,88.679,24,,29.63
10/15/23,105423,"TERRACE OF JACKSONVILLE, THE",10680 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,9042684953,Duval,Y,Y,0,306,0,182,0,12,180,163,0,0,0,192,0,0,1877.3,73.62,0,163,81,70,,86.42,47,,87.037,24,,29.63
05/24/20,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,0,0,0,0,0,120,114,0,0,0,0,0,0,0,0,,55,81,70,,86.42,47,,85.455,24,,29.63
05/31/20,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,0,0,0,0,0,120,112,0,0,0,0,0,0,0,0,,53,81,70,,86.42,47,,88.679,24,,29.63
06/07/2020,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,0,0,0,0,0,120,112,0,0,0,0,0,0,0,0,,53,81,70,,86.42,47,,88.679,12,,14.815
06/14/20,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,0,0,0,0,0,120,112,0,0,2,2,0,0,0,0,,53,81,70,,86.42,47,,88.679,24,,29.63
06/21/20,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,0,0,0,0,0,120,108,0,0,1,3,0,0,0,0,,56,81,70,,86.42,47,,83.929,24,,29.63
06/28/20,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,0,0,0,0,0,120,108,0,0,0,3,0,0,0,0,,53,81,70,,86.42,47,,88.679,24,,29.63
07/05/2020,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,0,0,0,0,0,120,105,0,0,1,4,0,0,0,0,,53,81,70,,86.42,47,,88.679,24,,29.63
07/12/2020,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,1,1,0,0,0,0,120,101,0,0,9,13,9.9,0,9.9,0,,50,81,70,,86.42,41,,82,24,,29.63
07/19/20,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,1,0,0,0,0,120,97,0,0,0,13,0,0,10.31,0,,50,81,70,,86.42,41,,82,24,,29.63
07/26/20,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,13,14,0,0,0,0,120,87,0,0,3,16,149.43,0,160.92,0,,50,81,70,,86.42,41,,82,24,,29.63
08/02/2020,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,4,18,0,0,0,0,120,77,0,0,1,17,51.95,0,233.77,0,,50,81,70,,86.42,41,,82,24,,29.63
08/09/2020,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,2,20,0,0,0,0,120,88,0,0,3,20,22.73,0,227.27,0,1,50,81,70,,86.42,41,,82,24,,29.63
08/16/20,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,3,23,1,1,0,0,120,92,0,0,0,20,32.61,0,250,0,4,50,81,70,,86.42,41,,82,24,,29.63
08/23/20,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,2,25,1,2,0,0,120,93,0,0,4,24,21.51,0,268.82,0,,50,81,70,,86.42,41,,82,24,,29.63
08/30/20,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,2,27,0,2,0,0,120,98,0,0,0,24,20.41,0,275.51,0,,50,81,70,,86.42,41,,82,24,,29.63
09/06/2020,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,27,0,2,0,0,120,106,0,0,0,24,0,0,254.72,0,,48,81,70,,86.42,41,,85.417,24,,29.63
09/13/20,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,2,29,0,2,0,0,120,105,0,0,2,26,19.05,0,276.19,0,,46,81,70,,86.42,38,,82.609,24,,29.63
09/20/20,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,12,41,0,2,0,0,120,104,0,0,3,29,115.38,0,394.23,0,,48,81,70,,86.42,41,,85.417,24,,29.63
09/27/20,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,2,43,0,2,0,0,120,99,0,0,13,42,20.2,0,434.34,0,,49,81,70,,86.42,41,,83.673,24,,29.63
10/04/2020,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,13,56,5,7,5,5,120,86,0,0,11,53,151.16,58.14,651.16,58.14,,50,81,70,,86.42,41,,82,24,,29.63
10/11/2020,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,7,63,2,9,2,7,120,76,0,0,1,54,92.11,26.32,828.95,92.11,,50,81,70,,86.42,41,,82,24,,29.63
10/18/20,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,7,70,3,12,3,10,120,76,0,0,3,57,92.11,39.47,921.05,131.58,0,52,81,70,,86.42,41,,78.846,24,,29.63
10/25/20,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,1,71,0,12,0,10,120,80,0,0,0,57,12.5,0,887.5,125,0,52,81,70,,86.42,41,,78.846,24,,29.63
11/01/2020,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,71,1,13,1,11,120,83,0,0,0,57,0,12.05,855.42,132.53,0,54,81,70,,86.42,47,,87.037,24,,29.63
11/08/2020,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,71,0,13,0,11,120,82,0,0,1,58,0,0,865.85,134.15,0,54,81,70,,86.42,49,,90.741,24,,29.63
11/15/20,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,71,1,14,1,12,120,84,0,0,1,59,0,11.9,845.24,142.86,0,54,81,70,,86.42,47,,87.037,24,,29.63
11/22/20,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,71,0,14,0,12,120,91,0,0,0,59,0,0,780.22,131.87,0,54,81,70,,86.42,47,,87.037,24,,29.63
11/29/20,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,71,0,14,0,12,120,91,0,0,0,59,0,0,780.22,131.87,0,53,81,70,,86.42,47,,88.679,24,,29.63
12/06/2020,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,71,0,14,0,12,120,91,0,0,0,59,0,0,780.22,131.87,0,50,81,70,,86.42,44,,88,24,,29.63
12/13/20,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,71,0,14,0,12,120,97,0,0,0,59,0,0,731.96,123.71,0,52,81,70,,86.42,47,,90.385,24,,29.63
12/20/20,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,71,0,14,0,12,120,102,0,0,0,59,0,0,696.08,117.65,0,50,81,70,,86.42,45,,90,21,,25.926
12/27/20,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,71,0,14,0,12,120,97,0,0,0,59,0,0,731.96,123.71,0,50,81,70,,86.42,46,,92,24,,29.63
01/03/2021,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,71,0,14,0,12,120,94,0,0,0,59,0,0,755.32,127.66,0,50,81,70,,86.42,46,,92,24,,29.63
01/10/2021,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,71,0,14,0,12,120,98,0,0,3,62,0,0,724.49,122.45,4,51,81,70,,86.42,46,,90.196,24,,29.63
01/17/21,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,71,0,14,0,12,120,102,0,0,2,64,0,0,696.08,117.65,4,51,81,70,,86.42,47,,92.157,22,,27.16
01/24/21,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,71,0,14,0,12,120,104,0,0,0,64,0,0,682.69,115.38,0,51,81,70,,86.42,47,,92.157,24,,29.63
01/31/21,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,1,72,0,14,0,12,120,106,0,0,0,64,9.43,0,679.25,113.21,0,52,,,,,,,,,,
02/07/2021,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,72,0,14,0,12,120,107,0,0,0,64,0,0,672.9,112.15,0,52,,,,,,,,,,
02/14/21,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,72,0,14,0,12,120,107,0,0,0,64,0,0,672.9,112.15,0,50,,,,,,,,,,
02/21/21,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,72,0,14,0,12,120,105,0,0,1,65,0,0,685.71,114.29,,,,,,,,,,,,
02/28/21,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,72,0,14,0,12,120,109,0,0,0,65,0,0,660.55,110.09,,,,,,,,,,,,
03/07/2021,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,72,0,14,0,12,120,108,0,0,0,65,0,0,666.67,111.11,,,,,,,,,,,,
03/14/21,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,72,0,14,0,12,120,110,0,0,0,65,0,0,654.55,109.09,,,,,,,,,,,,
03/21/21,105426,WOODBRIDGE CARE CENTER,8720 JACKSON SPRINGS RD,TAMPA,FL,33615,8133415600,Hillsborough,Y,Y,0,72,0,14,0,12,120,110,0,0,0,65,0,0,654.55,109.09,,,,,,,,,,,,
